latitude,longitude,mean_tropospheric_NO2_column_number_density,min_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
27.55,71.75,7.257510906966911e+18,7.257510906966911e+18,7.257510906966911e+18
27.55,71.85,6.783001058706991e+18,6.783001058706991e+18,6.783001058706991e+18
27.55,71.95,5.840638316738671e+18,5.840638316738671e+18,5.840638316738671e+18
27.55,72.05000000000001,5.883157722064775e+18,5.883157722064775e+18,5.883157722064775e+18
27.55,72.15,6.455407102568515e+18,6.455407102568515e+18,6.455407102568515e+18
27.55,72.25,5.672534835781623e+18,5.672534835781623e+18,5.672534835781623e+18
27.55,72.35,7.090561073507779e+18,7.090561073507779e+18,7.090561073507779e+18
27.55,72.45,7.681624243116084e+18,7.681624243116084e+18,7.681624243116084e+18
27.55,72.55000000000001,6.222731587701198e+18,6.222731587701198e+18,6.222731587701198e+18
27.55,72.65,6.387012843184946e+18,6.387012843184946e+18,6.387012843184946e+18
27.55,72.75,7.476441867430647e+18,7.476441867430647e+18,7.476441867430647e+18
27.55,72.85,8.743462951563955e+18,8.743462951563955e+18,8.743462951563955e+18
27.55,72.95,8.354295696743413e+18,8.354295696743413e+18,8.354295696743413e+18
27.55,73.05000000000001,1.0085642166071396e+19,1.0085642166071396e+19,1.0085642166071396e+19
27.55,73.15,9.376016614041055e+18,9.376016614041055e+18,9.376016614041055e+18
27.55,73.25,8.280227865590236e+18,8.280227865590236e+18,8.280227865590236e+18
27.55,73.35,7.227081158962713e+18,7.227081158962713e+18,7.227081158962713e+18
27.55,73.45,9.598959575632339e+18,9.598959575632339e+18,9.598959575632339e+18
27.55,73.55000000000001,7.758107788566356e+18,7.758107788566356e+18,7.758107788566356e+18
27.55,73.65,7.966428196786358e+18,7.966428196786358e+18,7.966428196786358e+18
27.55,73.75,4.983321506380776e+18,4.983321506380776e+18,4.983321506380776e+18
27.55,73.85,6.298863237904399e+18,6.298863237904399e+18,6.298863237904399e+18
27.55,73.95,8.020981082834125e+18,8.020981082834125e+18,8.020981082834125e+18
27.55,74.05000000000001,8.600241334831305e+18,8.600241334831305e+18,8.600241334831305e+18
27.55,74.15,1.0605363207882652e+19,1.0605363207882652e+19,1.0605363207882652e+19
27.55,74.25,1.0002407270230637e+19,1.0002407270230637e+19,1.0002407270230637e+19
27.55,74.35,1.0633964079909485e+19,1.0633964079909485e+19,1.0633964079909485e+19
27.55,74.45,8.82941697095931e+18,8.82941697095931e+18,8.82941697095931e+18
27.55,74.55000000000001,8.668425421182222e+18,8.668425421182222e+18,8.668425421182222e+18
27.55,74.65,,,
27.55,74.75,,,
27.55,74.85,,,
27.55,74.95,,,
27.55,75.05000000000001,,,
27.55,75.15,,,
27.55,75.25,,,
27.55,75.35,,,
27.55,75.45,,,
27.55,75.55000000000001,,,
27.55,75.65,,,
27.55,75.75,,,
27.55,75.85,,,
27.55,75.95,,,
27.55,76.05000000000001,,,
27.55,76.15,,,
27.55,76.25,,,
27.55,76.35,,,
27.55,76.45,,,
27.55,76.55000000000001,,,
27.55,76.65,,,
27.55,76.75,,,
27.55,76.85,,,
27.55,76.95,,,
27.55,77.05000000000001,,,
27.55,77.15,,,
27.55,77.25,,,
27.55,77.35,,,
27.55,77.45,,,
27.55,77.55000000000001,,,
27.55,77.65,,,
27.55,77.75,,,
27.55,77.85,,,
27.55,77.95,,,
27.55,78.05000000000001,,,
27.55,78.15,,,
27.55,78.25,,,
27.55,78.35000000000001,,,
27.55,78.45,,,
27.55,78.55000000000001,,,
27.55,78.65,,,
27.55,78.75,,,
27.55,78.85000000000001,,,
27.55,78.95,,,
27.55,79.05000000000001,,,
27.55,79.15,,,
27.55,79.25,,,
27.55,79.35000000000001,,,
27.55,79.45,,,
27.55,79.55000000000001,,,
27.55,79.65,,,
27.55,79.75,,,
27.55,79.85000000000001,,,
27.55,79.95,,,
27.55,80.05000000000001,,,
27.55,80.15,,,
27.55,80.25,,,
27.55,80.35000000000001,,,
27.55,80.45,,,
27.55,80.55000000000001,,,
27.55,80.65,,,
27.55,80.75,,,
27.55,80.85000000000001,,,
27.55,80.95,,,
27.55,81.05000000000001,,,
27.55,81.15,,,
27.55,81.25,,,
27.55,81.35000000000001,,,
27.55,81.45,,,
27.55,81.55000000000001,,,
27.55,81.65,,,
27.55,81.75,,,
27.55,81.85000000000001,,,
27.55,81.95,,,
27.55,82.05000000000001,,,
27.55,82.15,,,
27.55,82.25,,,
27.55,82.35000000000001,,,
27.55,82.45,,,
27.55,82.55000000000001,,,
27.55,82.65,,,
27.55,82.75,,,
27.55,82.85000000000001,,,
27.55,82.95,,,
27.55,83.05000000000001,,,
27.55,83.15,,,
27.55,83.25,,,
27.55,83.35000000000001,,,
27.55,83.45,,,
27.55,83.55000000000001,,,
27.55,83.65,,,
27.55,83.75,,,
27.55,83.85000000000001,,,
27.55,83.95,,,
27.55,84.05000000000001,,,
27.55,84.15,,,
27.55,84.25,,,
27.55,84.35000000000001,,,
27.55,84.45,,,
27.55,84.55000000000001,,,
27.55,84.65,,,
27.55,84.75,,,
27.55,84.85000000000001,,,
27.55,84.95,,,
27.55,85.05000000000001,,,
27.55,85.15,,,
27.55,85.25,,,
27.55,85.35000000000001,,,
27.55,85.45,,,
27.55,85.55000000000001,,,
27.55,85.65,,,
27.55,85.75,,,
27.55,85.85000000000001,,,
27.55,85.95,,,
27.55,86.05000000000001,,,
27.55,86.15,,,
27.55,86.25,,,
27.55,86.35000000000001,,,
27.55,86.45,,,
27.55,86.55000000000001,,,
27.55,86.65,,,
27.55,86.75,,,
27.55,86.85000000000001,,,
27.55,86.95,,,
27.55,87.05000000000001,,,
27.55,87.15,,,
27.55,87.25,,,
27.55,87.35000000000001,,,
27.55,87.45,,,
27.55,87.55000000000001,,,
27.55,87.65,,,
27.55,87.75,,,
27.55,87.85000000000001,,,
27.55,87.95,,,
27.55,88.05000000000001,,,
27.55,88.15,,,
27.55,88.25,,,
27.55,88.35000000000001,,,
27.55,88.45,,,
27.55,88.55000000000001,,,
27.55,88.65,,,
27.55,88.75,,,
27.55,88.85000000000001,,,
27.55,88.95,,,
27.55,89.05000000000001,,,
27.55,89.15,,,
27.55,89.25,,,
27.55,89.35000000000001,,,
27.55,89.45,,,
27.55,89.55000000000001,,,
27.55,89.65,,,
27.55,89.75,,,
27.55,89.85000000000001,,,
27.55,89.95,,,
27.55,90.05000000000001,,,
27.55,90.15,,,
27.55,90.25,,,
27.55,90.35000000000001,,,
27.55,90.45,,,
27.55,90.55000000000001,,,
27.55,90.65,,,
27.55,90.75,,,
27.55,90.85000000000001,,,
27.55,90.95,,,
27.55,91.05000000000001,,,
27.55,91.15,,,
27.55,91.25,,,
27.55,91.35000000000001,,,
27.55,91.45,,,
27.55,91.55000000000001,,,
27.55,91.65,,,
27.55,91.75,,,
27.55,91.85000000000001,,,
27.55,91.95,,,
27.55,92.05000000000001,,,
27.55,92.15,,,
27.55,92.25,,,
27.55,92.35000000000001,,,
27.55,92.45,,,
27.55,92.55000000000001,,,
27.55,92.65,,,
27.55,92.75,,,
27.55,92.85000000000001,,,
27.55,92.95,,,
27.55,93.05000000000001,,,
27.55,93.15,,,
27.55,93.25,,,
27.55,93.35000000000001,,,
27.55,93.45,,,
27.55,93.55000000000001,,,
27.55,93.65,,,
27.55,93.75,,,
27.55,93.85000000000001,,,
27.55,93.95,,,
27.55,94.05000000000001,,,
27.55,94.15,,,
27.55,94.25,,,
27.55,94.35000000000001,,,
27.55,94.45,,,
27.55,94.55000000000001,,,
27.55,94.65,,,
27.55,94.75,,,
27.55,94.85000000000001,,,
27.55,94.95,,,
27.55,95.05000000000001,,,
27.55,95.15,,,
27.55,95.25,,,
27.55,95.35000000000001,,,
27.55,95.45,,,
27.55,95.55000000000001,,,
27.55,95.65,,,
27.55,95.75,,,
27.55,95.85000000000001,,,
27.55,95.95,,,
27.55,96.05000000000001,,,
27.55,96.15,,,
27.55,96.25,,,
27.55,96.35000000000001,,,
27.55,96.45,,,
27.55,96.55000000000001,,,
27.55,96.65,,,
27.55,96.75,,,
27.55,96.85000000000001,,,
27.55,96.95,,,
27.55,97.05000000000001,,,
27.650000000000002,68.75,1.696222597141045e+19,1.696222597141045e+19,1.696222597141045e+19
27.650000000000002,68.85,1.8498611342828585e+19,1.8498611342828585e+19,1.8498611342828585e+19
27.650000000000002,68.95,1.6507931513397434e+19,1.6507931513397434e+19,1.6507931513397434e+19
27.650000000000002,69.05000000000001,1.563199391317326e+19,1.563199391317326e+19,1.563199391317326e+19
27.650000000000002,69.15,1.484727802643201e+19,1.484727802643201e+19,1.484727802643201e+19
27.650000000000002,69.25,1.3962058403064082e+19,1.3962058403064082e+19,1.3962058403064082e+19
27.650000000000002,69.35,1.2171374000386468e+19,1.2171374000386468e+19,1.2171374000386468e+19
27.650000000000002,69.45,9.59445116605633e+18,9.59445116605633e+18,9.59445116605633e+18
27.650000000000002,69.55000000000001,1.1154693250486243e+19,1.1154693250486243e+19,1.1154693250486243e+19
27.650000000000002,69.65,8.4462339610146e+18,8.4462339610146e+18,8.4462339610146e+18
27.650000000000002,69.75,9.529399822927106e+18,9.529399822927106e+18,9.529399822927106e+18
27.650000000000002,69.85,6.794186269855986e+18,6.794186269855986e+18,6.794186269855986e+18
27.650000000000002,69.95,7.637124849054155e+18,7.637124849054155e+18,7.637124849054155e+18
27.650000000000002,70.05000000000001,8.588247024649151e+18,8.588247024649151e+18,8.588247024649151e+18
27.650000000000002,70.15,7.701201787435803e+18,7.701201787435803e+18,7.701201787435803e+18
27.650000000000002,70.25,7.947286312481126e+18,7.947286312481126e+18,7.947286312481126e+18
27.650000000000002,70.35,6.973638946439916e+18,6.973638946439916e+18,6.973638946439916e+18
27.650000000000002,70.45,7.03120610505951e+18,7.03120610505951e+18,7.03120610505951e+18
27.650000000000002,70.55000000000001,8.692004625896682e+18,8.692004625896682e+18,8.692004625896682e+18
27.650000000000002,70.65,9.241783473278024e+18,9.241783473278024e+18,9.241783473278024e+18
27.650000000000002,70.75,9.04825287112386e+18,9.04825287112386e+18,9.04825287112386e+18
27.650000000000002,70.85,6.94155574651985e+18,6.94155574651985e+18,6.94155574651985e+18
27.650000000000002,70.95,7.374906276838227e+18,7.374906276838227e+18,7.374906276838227e+18
27.650000000000002,71.05000000000001,5.337316252469551e+18,5.337316252469551e+18,5.337316252469551e+18
27.650000000000002,71.15,7.783319001257637e+18,7.783319001257637e+18,7.783319001257637e+18
27.650000000000002,71.25,5.382981089727644e+18,5.382981089727644e+18,5.382981089727644e+18
27.650000000000002,71.35,6.687870552130817e+18,6.687870552130817e+18,6.687870552130817e+18
27.650000000000002,71.45,6.050791049910936e+18,6.050791049910936e+18,6.050791049910936e+18
27.650000000000002,71.55000000000001,5.969131810229347e+18,5.969131810229347e+18,5.969131810229347e+18
27.650000000000002,71.65,7.264544125631156e+18,7.264544125631156e+18,7.264544125631156e+18
27.650000000000002,71.75,7.667306970336717e+18,7.667306970336717e+18,7.667306970336717e+18
27.650000000000002,71.85,6.887471098588847e+18,6.887471098588847e+18,6.887471098588847e+18
27.650000000000002,71.95,6.886657362770741e+18,6.886657362770741e+18,6.886657362770741e+18
27.650000000000002,72.05000000000001,6.974881868869813e+18,6.974881868869813e+18,6.974881868869813e+18
27.650000000000002,72.15,7.176431122742173e+18,7.176431122742173e+18,7.176431122742173e+18
27.650000000000002,72.25,4.624139844541249e+18,4.624139844541249e+18,4.624139844541249e+18
27.650000000000002,72.35,5.869597055943045e+18,5.869597055943045e+18,5.869597055943045e+18
27.650000000000002,72.45,5.784592578798777e+18,5.784592578798777e+18,5.784592578798777e+18
27.650000000000002,72.55000000000001,4.719890729508995e+18,4.719890729508995e+18,4.719890729508995e+18
27.650000000000002,72.65,5.761019671272116e+18,5.761019671272116e+18,5.761019671272116e+18
27.650000000000002,72.75,6.793128364038192e+18,6.793128364038192e+18,6.793128364038192e+18
27.650000000000002,72.85,7.75501564045992e+18,7.75501564045992e+18,7.75501564045992e+18
27.650000000000002,72.95,7.34129201842101e+18,7.34129201842101e+18,7.34129201842101e+18
27.650000000000002,73.05000000000001,8.081022788311699e+18,8.081022788311699e+18,8.081022788311699e+18
27.650000000000002,73.15,7.419121661502311e+18,7.419121661502311e+18,7.419121661502311e+18
27.650000000000002,73.25,9.5085626344349e+18,9.5085626344349e+18,9.5085626344349e+18
27.650000000000002,73.35,7.798801138787015e+18,7.798801138787015e+18,7.798801138787015e+18
27.650000000000002,73.45,9.528621158631758e+18,9.528621158631758e+18,9.528621158631758e+18
27.650000000000002,73.55000000000001,8.988324664268831e+18,8.988324664268831e+18,8.988324664268831e+18
27.650000000000002,73.65,9.2539262440677e+18,9.2539262440677e+18,9.2539262440677e+18
27.650000000000002,73.75,7.227981372770064e+18,7.227981372770064e+18,7.227981372770064e+18
27.650000000000002,73.85,7.900853421265929e+18,7.900853421265929e+18,7.900853421265929e+18
27.650000000000002,73.95,7.809412773952775e+18,7.809412773952775e+18,7.809412773952775e+18
27.650000000000002,74.05000000000001,9.606243313913913e+18,9.606243313913913e+18,9.606243313913913e+18
27.650000000000002,74.15,1.1224732881746612e+19,1.1224732881746612e+19,1.1224732881746612e+19
27.650000000000002,74.25,1.2651305256563288e+19,1.2651305256563288e+19,1.2651305256563288e+19
27.650000000000002,74.35,1.3951854207351249e+19,1.3951854207351249e+19,1.3951854207351249e+19
27.650000000000002,74.45,1.091607323692819e+19,1.091607323692819e+19,1.091607323692819e+19
27.650000000000002,74.55000000000001,8.809355161540799e+18,8.809355161540799e+18,8.809355161540799e+18
27.650000000000002,74.65,,,
27.650000000000002,74.75,,,
27.650000000000002,74.85,,,
27.650000000000002,74.95,,,
27.650000000000002,75.05000000000001,,,
27.650000000000002,75.15,,,
27.650000000000002,75.25,,,
27.650000000000002,75.35,,,
27.650000000000002,75.45,,,
27.650000000000002,75.55000000000001,,,
27.650000000000002,75.65,,,
27.650000000000002,75.75,,,
27.650000000000002,75.85,,,
27.650000000000002,75.95,,,
27.650000000000002,76.05000000000001,,,
27.650000000000002,76.15,,,
27.650000000000002,76.25,,,
27.650000000000002,76.35,,,
27.650000000000002,76.45,,,
27.650000000000002,76.55000000000001,,,
27.650000000000002,76.65,,,
27.650000000000002,76.75,,,
27.650000000000002,76.85,,,
27.650000000000002,76.95,,,
27.650000000000002,77.05000000000001,,,
27.650000000000002,77.15,,,
27.650000000000002,77.25,,,
27.650000000000002,77.35,,,
27.650000000000002,77.45,,,
27.650000000000002,77.55000000000001,,,
27.650000000000002,77.65,,,
27.650000000000002,77.75,,,
27.650000000000002,77.85,,,
27.650000000000002,77.95,,,
27.650000000000002,78.05000000000001,,,
27.650000000000002,78.15,,,
27.650000000000002,78.25,,,
27.650000000000002,78.35000000000001,,,
27.650000000000002,78.45,,,
27.650000000000002,78.55000000000001,,,
27.650000000000002,78.65,,,
27.650000000000002,78.75,,,
27.650000000000002,78.85000000000001,,,
27.650000000000002,78.95,,,
27.650000000000002,79.05000000000001,,,
27.650000000000002,79.15,,,
27.650000000000002,79.25,,,
27.650000000000002,79.35000000000001,,,
27.650000000000002,79.45,,,
27.650000000000002,79.55000000000001,,,
27.650000000000002,79.65,,,
27.650000000000002,79.75,,,
27.650000000000002,79.85000000000001,,,
27.650000000000002,79.95,,,
27.650000000000002,80.05000000000001,,,
27.650000000000002,80.15,,,
27.650000000000002,80.25,,,
27.650000000000002,80.35000000000001,,,
27.650000000000002,80.45,,,
27.650000000000002,80.55000000000001,,,
27.650000000000002,80.65,,,
27.650000000000002,80.75,,,
27.650000000000002,80.85000000000001,,,
27.650000000000002,80.95,,,
27.650000000000002,81.05000000000001,,,
27.650000000000002,81.15,,,
27.650000000000002,81.25,,,
27.650000000000002,81.35000000000001,,,
27.650000000000002,81.45,,,
27.650000000000002,81.55000000000001,,,
27.650000000000002,81.65,,,
27.650000000000002,81.75,,,
27.650000000000002,81.85000000000001,,,
27.650000000000002,81.95,,,
27.650000000000002,82.05000000000001,,,
27.650000000000002,82.15,,,
27.650000000000002,82.25,,,
27.650000000000002,82.35000000000001,,,
27.650000000000002,82.45,,,
27.650000000000002,82.55000000000001,,,
27.650000000000002,82.65,,,
27.650000000000002,82.75,,,
27.650000000000002,82.85000000000001,,,
27.650000000000002,82.95,,,
27.650000000000002,83.05000000000001,,,
27.650000000000002,83.15,,,
27.650000000000002,83.25,,,
27.650000000000002,83.35000000000001,,,
27.650000000000002,83.45,,,
27.650000000000002,83.55000000000001,,,
27.650000000000002,83.65,,,
27.650000000000002,83.75,,,
27.650000000000002,83.85000000000001,,,
27.650000000000002,83.95,,,
27.650000000000002,84.05000000000001,,,
27.650000000000002,84.15,,,
27.650000000000002,84.25,,,
27.650000000000002,84.35000000000001,,,
27.650000000000002,84.45,,,
27.650000000000002,84.55000000000001,,,
27.650000000000002,84.65,,,
27.650000000000002,84.75,,,
27.650000000000002,84.85000000000001,,,
27.650000000000002,84.95,,,
27.650000000000002,85.05000000000001,,,
27.650000000000002,85.15,,,
27.650000000000002,85.25,,,
27.650000000000002,85.35000000000001,,,
27.650000000000002,85.45,,,
27.650000000000002,85.55000000000001,,,
27.650000000000002,85.65,,,
27.650000000000002,85.75,,,
27.650000000000002,85.85000000000001,,,
27.650000000000002,85.95,,,
27.650000000000002,86.05000000000001,,,
27.650000000000002,86.15,,,
27.650000000000002,86.25,,,
27.650000000000002,86.35000000000001,,,
27.650000000000002,86.45,,,
27.650000000000002,86.55000000000001,,,
27.650000000000002,86.65,,,
27.650000000000002,86.75,,,
27.650000000000002,86.85000000000001,,,
27.650000000000002,86.95,,,
27.650000000000002,87.05000000000001,,,
27.650000000000002,87.15,,,
27.650000000000002,87.25,,,
27.650000000000002,87.35000000000001,,,
27.650000000000002,87.45,,,
27.650000000000002,87.55000000000001,,,
27.650000000000002,87.65,,,
27.650000000000002,87.75,,,
27.650000000000002,87.85000000000001,,,
27.650000000000002,87.95,,,
27.650000000000002,88.05000000000001,,,
27.650000000000002,88.15,,,
27.650000000000002,88.25,,,
27.650000000000002,88.35000000000001,,,
27.650000000000002,88.45,,,
27.650000000000002,88.55000000000001,,,
27.650000000000002,88.65,,,
27.650000000000002,88.75,,,
27.650000000000002,88.85000000000001,,,
27.650000000000002,88.95,,,
27.650000000000002,89.05000000000001,,,
27.650000000000002,89.15,,,
27.650000000000002,89.25,,,
27.650000000000002,89.35000000000001,,,
27.650000000000002,89.45,,,
27.650000000000002,89.55000000000001,,,
27.650000000000002,89.65,,,
27.650000000000002,89.75,,,
27.650000000000002,89.85000000000001,,,
27.650000000000002,89.95,,,
27.650000000000002,90.05000000000001,,,
27.650000000000002,90.15,,,
27.650000000000002,90.25,,,
27.650000000000002,90.35000000000001,,,
27.650000000000002,90.45,,,
27.650000000000002,90.55000000000001,,,
27.650000000000002,90.65,,,
27.650000000000002,90.75,,,
27.650000000000002,90.85000000000001,,,
27.650000000000002,90.95,,,
27.650000000000002,91.05000000000001,,,
27.650000000000002,91.15,,,
27.650000000000002,91.25,,,
27.650000000000002,91.35000000000001,,,
27.650000000000002,91.45,,,
27.650000000000002,91.55000000000001,,,
27.650000000000002,91.65,,,
27.650000000000002,91.75,,,
27.650000000000002,91.85000000000001,,,
27.650000000000002,91.95,,,
27.650000000000002,92.05000000000001,,,
27.650000000000002,92.15,,,
27.650000000000002,92.25,,,
27.650000000000002,92.35000000000001,,,
27.650000000000002,92.45,,,
27.650000000000002,92.55000000000001,,,
27.650000000000002,92.65,,,
27.650000000000002,92.75,,,
27.650000000000002,92.85000000000001,,,
27.650000000000002,92.95,,,
27.650000000000002,93.05000000000001,,,
27.650000000000002,93.15,,,
27.650000000000002,93.25,,,
27.650000000000002,93.35000000000001,,,
27.650000000000002,93.45,,,
27.650000000000002,93.55000000000001,,,
27.650000000000002,93.65,,,
27.650000000000002,93.75,,,
27.650000000000002,93.85000000000001,,,
27.650000000000002,93.95,,,
27.650000000000002,94.05000000000001,,,
27.650000000000002,94.15,,,
27.650000000000002,94.25,,,
27.650000000000002,94.35000000000001,,,
27.650000000000002,94.45,,,
27.650000000000002,94.55000000000001,,,
27.650000000000002,94.65,,,
27.650000000000002,94.75,,,
27.650000000000002,94.85000000000001,,,
27.650000000000002,94.95,,,
27.650000000000002,95.05000000000001,,,
27.650000000000002,95.15,,,
27.650000000000002,95.25,,,
27.650000000000002,95.35000000000001,,,
27.650000000000002,95.45,,,
27.650000000000002,95.55000000000001,,,
27.650000000000002,95.65,,,
27.650000000000002,95.75,,,
27.650000000000002,95.85000000000001,,,
27.650000000000002,95.95,,,
27.650000000000002,96.05000000000001,,,
27.650000000000002,96.15,,,
27.650000000000002,96.25,,,
27.650000000000002,96.35000000000001,,,
27.650000000000002,96.45,,,
27.650000000000002,96.55000000000001,,,
27.650000000000002,96.65,,,
27.650000000000002,96.75,,,
27.650000000000002,96.85000000000001,,,
27.650000000000002,96.95,,,
27.650000000000002,97.05000000000001,,,
27.750000000000004,68.75,1.478394794553309e+19,1.478394794553309e+19,1.478394794553309e+19
27.750000000000004,68.85,1.5606679468424352e+19,1.5606679468424352e+19,1.5606679468424352e+19
27.750000000000004,68.95,1.6868081067004496e+19,1.6868081067004496e+19,1.6868081067004496e+19
27.750000000000004,69.05000000000001,1.450695976316231e+19,1.450695976316231e+19,1.450695976316231e+19
27.750000000000004,69.15,1.435376315019003e+19,1.435376315019003e+19,1.435376315019003e+19
27.750000000000004,69.25,1.3974660583144722e+19,1.3974660583144722e+19,1.3974660583144722e+19
27.750000000000004,69.35,1.3774687520124787e+19,1.3774687520124787e+19,1.3774687520124787e+19
27.750000000000004,69.45,1.3337081213241002e+19,1.3337081213241002e+19,1.3337081213241002e+19
27.750000000000004,69.55000000000001,1.0144582988602954e+19,1.0144582988602954e+19,1.0144582988602954e+19
27.750000000000004,69.65,1.044126361571251e+19,1.044126361571251e+19,1.044126361571251e+19
27.750000000000004,69.75,9.369389734573855e+18,9.369389734573855e+18,9.369389734573855e+18
27.750000000000004,69.85,1.0914620364350228e+19,1.0914620364350228e+19,1.0914620364350228e+19
27.750000000000004,69.95,9.053015942963995e+18,9.053015942963995e+18,9.053015942963995e+18
27.750000000000004,70.05000000000001,7.562595316979156e+18,7.562595316979156e+18,7.562595316979156e+18
27.750000000000004,70.15,6.993836212257945e+18,6.993836212257945e+18,6.993836212257945e+18
27.750000000000004,70.25,6.916657790706843e+18,6.916657790706843e+18,6.916657790706843e+18
27.750000000000004,70.35,8.950049186750162e+18,8.950049186750162e+18,8.950049186750162e+18
27.750000000000004,70.45,9.505506977364746e+18,9.505506977364746e+18,9.505506977364746e+18
27.750000000000004,70.55000000000001,8.58246989606302e+18,8.58246989606302e+18,8.58246989606302e+18
27.750000000000004,70.65,9.089980222311376e+18,9.089980222311376e+18,9.089980222311376e+18
27.750000000000004,70.75,9.856268865739336e+18,9.856268865739336e+18,9.856268865739336e+18
27.750000000000004,70.85,8.384393849578123e+18,8.384393849578123e+18,8.384393849578123e+18
27.750000000000004,70.95,7.146634664958209e+18,7.146634664958209e+18,7.146634664958209e+18
27.750000000000004,71.05000000000001,5.43291893718205e+18,5.43291893718205e+18,5.43291893718205e+18
27.750000000000004,71.15,4.020477203564722e+18,4.020477203564722e+18,4.020477203564722e+18
27.750000000000004,71.25,6.213676376224558e+18,6.213676376224558e+18,6.213676376224558e+18
27.750000000000004,71.35,8.088683536107162e+18,8.088683536107162e+18,8.088683536107162e+18
27.750000000000004,71.45,7.865073029044323e+18,7.865073029044323e+18,7.865073029044323e+18
27.750000000000004,71.55000000000001,7.634442328304138e+18,7.634442328304138e+18,7.634442328304138e+18
27.750000000000004,71.65,7.660815974651957e+18,7.660815974651957e+18,7.660815974651957e+18
27.750000000000004,71.75,7.989058408884548e+18,7.989058408884548e+18,7.989058408884548e+18
27.750000000000004,71.85,6.08074936455786e+18,6.08074936455786e+18,6.08074936455786e+18
27.750000000000004,71.95,6.137136003278403e+18,6.137136003278403e+18,6.137136003278403e+18
27.750000000000004,72.05000000000001,5.359795221492792e+18,5.359795221492792e+18,5.359795221492792e+18
27.750000000000004,72.15,4.693610244558744e+18,4.693610244558744e+18,4.693610244558744e+18
27.750000000000004,72.25,4.2075644302001316e+18,4.2075644302001316e+18,4.2075644302001316e+18
27.750000000000004,72.35,7.017422682723953e+18,7.017422682723953e+18,7.017422682723953e+18
27.750000000000004,72.45,6.171912887941162e+18,6.171912887941162e+18,6.171912887941162e+18
27.750000000000004,72.55000000000001,5.779038806834254e+18,5.779038806834254e+18,5.779038806834254e+18
27.750000000000004,72.65,8.09522326712744e+18,8.09522326712744e+18,8.09522326712744e+18
27.750000000000004,72.75,8.2263936835509e+18,8.2263936835509e+18,8.2263936835509e+18
27.750000000000004,72.85,7.76792716613188e+18,7.76792716613188e+18,7.76792716613188e+18
27.750000000000004,72.95,9.798348893728346e+18,9.798348893728346e+18,9.798348893728346e+18
27.750000000000004,73.05000000000001,1.088956481108501e+19,1.088956481108501e+19,1.088956481108501e+19
27.750000000000004,73.15,9.662199561875272e+18,9.662199561875272e+18,9.662199561875272e+18
27.750000000000004,73.25,9.424524570899315e+18,9.424524570899315e+18,9.424524570899315e+18
27.750000000000004,73.35,7.39800534901604e+18,7.39800534901604e+18,7.39800534901604e+18
27.750000000000004,73.45,8.668654427122138e+18,8.668654427122138e+18,8.668654427122138e+18
27.750000000000004,73.55000000000001,9.70012726078151e+18,9.70012726078151e+18,9.70012726078151e+18
27.750000000000004,73.65,8.164986185501513e+18,8.164986185501513e+18,8.164986185501513e+18
27.750000000000004,73.75,1.014240998746135e+19,1.014240998746135e+19,1.014240998746135e+19
27.750000000000004,73.85,1.3393528407092656e+19,1.3393528407092656e+19,1.3393528407092656e+19
27.750000000000004,73.95,6.702863719724544e+18,6.702863719724544e+18,6.702863719724544e+18
27.750000000000004,74.05000000000001,9.663767101608913e+18,9.663767101608913e+18,9.663767101608913e+18
27.750000000000004,74.15,1.0085879533947427e+19,1.0085879533947427e+19,1.0085879533947427e+19
27.750000000000004,74.25,1.0764686619144036e+19,1.0764686619144036e+19,1.0764686619144036e+19
27.750000000000004,74.35,1.1308373592132778e+19,1.1308373592132778e+19,1.1308373592132778e+19
27.750000000000004,74.45,1.2846543670728757e+19,1.2846543670728757e+19,1.2846543670728757e+19
27.750000000000004,74.55000000000001,1.332024621324693e+19,1.332024621324693e+19,1.332024621324693e+19
27.750000000000004,74.65,,,
27.750000000000004,74.75,,,
27.750000000000004,74.85,,,
27.750000000000004,74.95,,,
27.750000000000004,75.05000000000001,,,
27.750000000000004,75.15,,,
27.750000000000004,75.25,,,
27.750000000000004,75.35,,,
27.750000000000004,75.45,,,
27.750000000000004,75.55000000000001,,,
27.750000000000004,75.65,,,
27.750000000000004,75.75,,,
27.750000000000004,75.85,,,
27.750000000000004,75.95,,,
27.750000000000004,76.05000000000001,,,
27.750000000000004,76.15,,,
27.750000000000004,76.25,,,
27.750000000000004,76.35,,,
27.750000000000004,76.45,,,
27.750000000000004,76.55000000000001,,,
27.750000000000004,76.65,,,
27.750000000000004,76.75,,,
27.750000000000004,76.85,,,
27.750000000000004,76.95,,,
27.750000000000004,77.05000000000001,,,
27.750000000000004,77.15,,,
27.750000000000004,77.25,,,
27.750000000000004,77.35,,,
27.750000000000004,77.45,,,
27.750000000000004,77.55000000000001,,,
27.750000000000004,77.65,,,
27.750000000000004,77.75,,,
27.750000000000004,77.85,,,
27.750000000000004,77.95,,,
27.750000000000004,78.05000000000001,,,
27.750000000000004,78.15,,,
27.750000000000004,78.25,,,
27.750000000000004,78.35000000000001,,,
27.750000000000004,78.45,,,
27.750000000000004,78.55000000000001,,,
27.750000000000004,78.65,,,
27.750000000000004,78.75,,,
27.750000000000004,78.85000000000001,,,
27.750000000000004,78.95,,,
27.750000000000004,79.05000000000001,,,
