,statename,distname,min_tropospheric_NO2_column_number_density,mean_tropospheric_NO2_column_number_density,max_tropospheric_NO2_column_number_density
661,Rajasthan,Dhaulpur,4.1731483e+18,1.7376465e+19,3.741908e+19
662,Rajasthan,Sawai Madhopur,4.872703e+18,1.4380691e+19,3.559174e+19
663,Telangana,Jangaon,8.205085e+18,1.4989405e+19,2.808419e+19
664,Telangana,Mancherial,6.6487375e+18,2.6080902e+19,1.3279957e+20
665,Telangana,Bhadradri,5.368928e+18,1.4780182e+19,7.1899352e+19
666,Telangana,Hydrabad,1.5261925e+19,3.057742e+19,5.134674e+19
667,Telangana,Karimnagar,8.9614024e+18,2.2308897e+19,1.0080332e+20
668,Telangana,Nizamabad,8.6260453e+18,1.50781e+19,3.3204677e+19
669,Telangana,Medak,9.081195e+18,1.6563749e+19,2.7580425e+19
670,Telangana,Rangareddy,4.2771085e+18,1.5179026e+19,4.5538693e+19
671,Telangana,Nalgonda,5.771636e+18,1.4382834e+19,4.531296e+19
672,Telangana,Nagarkurnool,2.5405948e+18,1.1119928e+19,2.1682605e+19
673,Telangana,Adilabad,8.772869e+18,1.7278865e+19,4.868213e+19
674,Telangana,Komaram Bheem,6.198364e+18,1.926921e+19,4.70158e+19
675,Telangana,Nirmal,8.934066e+18,1.4102062e+19,3.74606e+19
676,Telangana,Jagtial,9.377988e+18,1.8152375e+19,7.494636e+19
677,Telangana,Kamareddy,8.714599e+18,1.4905633e+19,2.5588664e+19
678,Telangana,Warangal (U),9.981783e+18,1.7863662e+19,3.308439e+19
679,Telangana,Jayashankar,5.5567256e+18,1.906507e+19,6.924142e+19
680,Telangana,Peddapalli,1.0810945e+19,3.0259268e+19,1.4212052e+20
681,Telangana,Rajanna Sircilla,9.352953e+18,1.8977615e+19,3.887966e+19
682,Telangana,Sangareddy,3.556684e+18,1.6749241e+19,4.6793944e+19
683,Telangana,Siddipet,8.354762e+18,1.7959889e+19,5.565136e+19
684,Telangana,Mahabubabad,6.922816e+18,1.3910007e+19,4.440707e+19
685,Telangana,Khammam,7.9151066e+18,1.766079e+19,3.944743e+19
686,Telangana,Suryapet,8.770928e+18,1.8715179e+19,4.5948274e+19
687,Telangana,Jogulamba,7.1509515e+18,1.286193e+19,2.3479611e+19
688,Telangana,Yadadri,8.5071386e+18,1.394998e+19,2.519418e+19
689,Telangana,Medchal,1.0010515e+19,2.355385e+19,6.2175166e+19
690,Telangana,Wanaparthy,5.936851e+18,1.3489331e+19,3.2886595e+19
691,Telangana,Vikarabad,4.2794515e+18,1.5181468e+19,6.0545795e+19
692,Telangana,Mahabubnagar,5.740225e+18,1.5758968e+19,6.4759867e+19
